candidate_id,family,timeframe,context,trigger,confirmation,invalidation,exit_family,time_stop_bars,hypothesis,economic_fingerprint,priority_seed,novelty_score
s70_4ee456c55cefbff9,squeeze_flow_breakout,15m,trend,pullback_reclaim,volume_expansion_confirm,structure_break,time_exit,12,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'volume_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 12}",3df3fc6bf39fbcf7e340,0.85,0.63333333
s70_729072381edaf776,structure_pullback_continuation,2h,liquidity_rotation,pullback_reclaim,none,failed_reclaim,scale_out_then_trail,72,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 72}",0b94532eaaec91631cbe,0.85,0.63333333
s70_a7ef649a4c7d3b83,multi_tf_bias_alignment,30m,vol_shock,session_rotation_break,none,flow_reversal,scale_out_then_trail,36,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",7a8a674cdb14f5f29af9,0.85,0.63333333
s70_aa5dc02ce72dced4,liquidity_sweep_reversal,4h,liquidity_rotation,pullback_reclaim,none,failed_reclaim,fixed_rr,8,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 8}",66285fe85c7e6fc19d9e,0.85,0.63333333
s70_cd6877c8bb0156c3,session_liquidity_rotation,1h,vol_shock,session_rotation_break,none,flow_reversal,fixed_rr,48,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",01c8fa36bcaa80886334,0.85,0.63333333
s70_11655c4c97607d6d,structure_pullback_continuation,2h,liquidity_rotation,compression_breakout,oi_expansion_confirm,volatility_recompression,time_exit,16,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 16}",f93bc898d1d9d9a213b6,0.85,0.61666667
s70_39bd985ff900f5ef,squeeze_flow_breakout,15m,trend,compression_breakout,multi_tf_alignment_confirm,flow_reversal,fixed_rr,36,"{'context': 'trend', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 36}",9150e84dcb27a53e8e99,0.85,0.61666667
s70_69c81712ed9ff078,liquidity_sweep_reversal,4h,liquidity_rotation,compression_breakout,oi_expansion_confirm,volatility_recompression,trailing_atr,24,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",65913b83919b711d90b8,0.85,0.61666667
s70_ecaf9c4603494297,flow_exhaustion_reversal,1h,range,funding_flush_reversion,multi_tf_alignment_confirm,failed_reclaim,fixed_rr,48,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",37834589671bddc519f4,0.85,0.61666667
s70_f2d3c1c8a3904fda,crowded_side_squeeze,30m,trend,funding_flush_reversion,multi_tf_alignment_confirm,flow_reversal,scale_out_then_trail,36,"{'context': 'trend', 'trigger': 'funding_flush_reversion', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",8cdc1ed992c3174507c7,0.85,0.61666667
s70_02a61b0b910e7996,volatility_reclaim_break,4h,transition,pullback_reclaim,none,flow_reversal,scale_out_then_trail,24,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",b3d021d8f81e84069efd,0.85,0.6
s70_0a69c8dc73a73dba,crowded_side_squeeze,30m,trend,session_rotation_break,none,volatility_recompression,time_exit,12,"{'context': 'trend', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 12}",99837cb0e3d1fea89626,0.85,0.6
s70_0bd544eede7e89ee,squeeze_flow_breakout,15m,trend,oi_divergence_break,none,structure_break,trailing_atr,8,"{'context': 'trend', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",8d368cae50218eea4a61,0.85,0.6
s70_44368d0b0fc1817b,regime_shift_entry,2h,range,session_rotation_break,none,volatility_recompression,fixed_rr,16,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",b7c024dc3d566d1dffb2,0.85,0.6
s70_a6a834f8c7fcc02a,flow_exhaustion_reversal,1h,range,session_rotation_break,none,volatility_recompression,trailing_atr,12,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 12}",c85fc7f3030f52497ed1,0.85,0.6
s70_37cb297132eeba46,volatility_reclaim_break,4h,transition,compression_breakout,oi_expansion_confirm,structure_break,time_exit,72,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 72}",d4a57ed5e9304b8d50d6,0.85,0.58333333
s70_7089517415940ba2,trend_flush_recovery,15m,transition,compression_breakout,multi_tf_alignment_confirm,volatility_recompression,trailing_atr,8,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",ebeca027eeb61c1e53eb,0.85,0.58333333
s70_c1b86f1aa442e3db,flow_exhaustion_reversal,1h,range,liquidity_sweep_reclaim,oi_expansion_confirm,failed_reclaim,scale_out_then_trail,36,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",6543060cac25b8950205,0.85,0.58333333
s70_c8cd6541188e76f3,funding_imbalance_revert,30m,vol_shock,compression_breakout,multi_tf_alignment_confirm,volatility_recompression,fixed_rr,12,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",f0ab7cdf6d097644172e,0.85,0.58333333
s70_e347960479564fb5,regime_shift_entry,2h,range,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,trailing_atr,48,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 48}",39522c8b8a17e62f83e4,0.85,0.58333333
s70_09e3fc56092bc019,volatility_reclaim_break,4h,transition,oi_divergence_break,momentum_slope_confirm,flow_reversal,fixed_rr,16,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",2f55e821327c1a2c92ce,0.85,0.56666667
s70_6c7a6d0d1c3f53ed,multi_tf_bias_alignment,2h,liquidity_rotation,session_rotation_break,none,structure_break,trailing_atr,72,"{'context': 'liquidity_rotation', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 72}",0f5e92d607cad1f21242,0.85,0.56666667
s70_72d8c606d2426bac,funding_imbalance_revert,30m,vol_shock,oi_divergence_break,none,failed_reclaim,trailing_atr,36,"{'context': 'vol_shock', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",22c123cac68d69af7535,0.85,0.56666667
s70_a29275308075df13,trend_flush_recovery,15m,transition,oi_divergence_break,none,failed_reclaim,scale_out_then_trail,24,"{'context': 'transition', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",be83f04be79d73036bce,0.85,0.56666667
s70_a864d905872dac9a,open_interest_divergence_break,1h,vol_shock,session_rotation_break,none,structure_break,time_exit,48,"{'context': 'vol_shock', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 48}",3b678c656caad007a11c,0.85,0.56666667
s70_0686f965c4a21d04,open_interest_divergence_break,1h,vol_shock,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,fixed_rr,12,"{'context': 'vol_shock', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",48c612428916cd1d83fc,0.85,0.55
s70_1e805a65f19d4bfa,structure_pullback_continuation,15m,trend,compression_breakout,multi_tf_alignment_confirm,failed_reclaim,time_exit,24,"{'context': 'trend', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 24}",fcc579667b8e8f7152dd,0.85,0.55
s70_29e89ee4a4dc9ed7,liquidity_sweep_reversal,30m,trend,compression_breakout,multi_tf_alignment_confirm,structure_break,trailing_atr,36,"{'context': 'trend', 'trigger': 'compression_breakout', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",afb3eca1505c042e88d9,0.85,0.55
s70_6903d974d00fa886,funding_imbalance_revert,30m,vol_shock,pullback_reclaim,oi_expansion_confirm,flow_reversal,scale_out_then_trail,8,"{'context': 'vol_shock', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",929d2a7b97df05eb7645,0.85,0.55
s70_b64811d0860d0d88,multi_tf_bias_alignment,2h,liquidity_rotation,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,scale_out_then_trail,16,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16}",caa2bbbb3cbfd182cdb9,0.85,0.55
s70_b6e566ea902546b0,session_liquidity_rotation,4h,liquidity_rotation,liquidity_sweep_reclaim,oi_expansion_confirm,failed_reclaim,trailing_atr,24,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",9a006f6cc46cdb077136,0.85,0.55
s70_39ff86e8d55a1e64,multi_tf_bias_alignment,2h,liquidity_rotation,funding_flush_reversion,momentum_slope_confirm,volatility_recompression,time_exit,48,"{'context': 'liquidity_rotation', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'time_exit', 'time_stop_bars': 48}",c54b7cf0965f38816925,0.85,0.53333333
s70_3b07e340e6132470,session_liquidity_rotation,4h,liquidity_rotation,funding_flush_reversion,momentum_slope_confirm,volatility_recompression,scale_out_then_trail,72,"{'context': 'liquidity_rotation', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 72}",26ea227a0bde62c52f08,0.85,0.53333333
s70_835cf5d4bd2bce6a,structure_pullback_continuation,15m,trend,oi_divergence_break,none,flow_reversal,fixed_rr,72,"{'context': 'trend', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 72}",3c34cc2e492aec8e877b,0.85,0.53333333
s70_8a42bfd59a601670,crowded_side_squeeze,2h,range,session_rotation_break,none,failed_reclaim,time_exit,16,"{'context': 'range', 'trigger': 'session_rotation_break', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 16}",9b19162c51c3c9391131,0.85,0.53333333
s70_b91dca17fb966f38,squeeze_flow_breakout,1h,range,oi_divergence_break,none,flow_reversal,fixed_rr,12,"{'context': 'range', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",d0d81fb6bee24cfd88c8,0.85,0.53333333
s70_e7c1b993eb952fac,liquidity_sweep_reversal,30m,trend,oi_divergence_break,none,flow_reversal,scale_out_then_trail,8,"{'context': 'trend', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8}",53c131561ccd667e9a06,0.85,0.53333333
s70_53b29e29ad03d286,liquidity_sweep_reversal,30m,trend,pullback_reclaim,oi_expansion_confirm,structure_break,time_exit,24,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 24}",553f44baeeec8eaa8995,0.85,0.51666667
s70_5b75f1c8fd161e0d,squeeze_flow_breakout,1h,range,pullback_reclaim,oi_expansion_confirm,volatility_recompression,scale_out_then_trail,36,"{'context': 'range', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 36}",8348bfb4910d95b7bc7a,0.85,0.51666667
s70_5cb56b6b851694d7,crowded_side_squeeze,2h,range,liquidity_sweep_reclaim,oi_expansion_confirm,volatility_recompression,fixed_rr,48,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",fb55bc0eadedccaeb62f,0.85,0.51666667
s70_736fd89172e90864,structure_pullback_continuation,15m,trend,pullback_reclaim,oi_expansion_confirm,structure_break,trailing_atr,24,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",8eb8af155d2d9380065d,0.85,0.51666667
s70_8cb41d5dd582808b,regime_shift_entry,15m,transition,liquidity_sweep_reclaim,multi_tf_alignment_confirm,flow_reversal,fixed_rr,8,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'multi_tf_alignment_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 8}",b348254cd18e07ddd03b,0.85,0.51666667
s70_f85535dbb6b7f193,flow_exhaustion_reversal,4h,transition,liquidity_sweep_reclaim,oi_expansion_confirm,flow_reversal,scale_out_then_trail,72,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 72}",b0953eac12a74a5c9e69,0.85,0.51666667
s70_2f116c2ed5d98ae6,crowded_side_squeeze,2h,range,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,trailing_atr,12,"{'context': 'range', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 12}",dc78f45c967948863907,0.85,0.5
s70_31ff205a0b7c328b,regime_shift_entry,15m,transition,funding_flush_reversion,none,structure_break,trailing_atr,24,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'none', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 24}",9d35f4ebe92071680b5a,0.85,0.5
s70_3ba1d4710a9427f5,flow_exhaustion_reversal,4h,transition,funding_flush_reversion,momentum_slope_confirm,structure_break,time_exit,16,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'structure_break', 'exit_family': 'time_exit', 'time_stop_bars': 16}",2d9eb6dedc8cfa53b64c,0.85,0.5
s70_70166f91253073a3,trend_flush_recovery,1h,vol_shock,oi_divergence_break,none,volatility_recompression,scale_out_then_trail,48,"{'context': 'vol_shock', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 48}",109c16b9221607a89d47,0.85,0.5
s70_a2d3852f2248a9e8,volatility_reclaim_break,30m,vol_shock,oi_divergence_break,none,volatility_recompression,fixed_rr,36,"{'context': 'vol_shock', 'trigger': 'oi_divergence_break', 'participation': 'none', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 36}",fd790f426c3d4afe5a2e,0.85,0.5
s70_f1892104dd33eff4,squeeze_flow_breakout,1h,range,compression_breakout,momentum_slope_confirm,failed_reclaim,time_exit,8,"{'context': 'range', 'trigger': 'compression_breakout', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 8}",2aee8854e6ca49953a6e,0.85,0.5
s70_1e0e1f1b3097ac17,volatility_reclaim_break,30m,vol_shock,pullback_reclaim,oi_expansion_confirm,failed_reclaim,trailing_atr,8,"{'context': 'vol_shock', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",00d1d2a75d97c01b6a91,0.85,0.48333333
s70_85b3a8d06af2fe81,funding_imbalance_revert,2h,liquidity_rotation,pullback_reclaim,oi_expansion_confirm,structure_break,trailing_atr,12,"{'context': 'liquidity_rotation', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'trailing_atr', 'time_stop_bars': 12}",eb850c3a2c11c06ae2ab,0.85,0.48333333
s70_b751f264b871e58d,trend_flush_recovery,1h,vol_shock,pullback_reclaim,oi_expansion_confirm,failed_reclaim,time_exit,12,"{'context': 'vol_shock', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 12}",e7cd2e3418347342b1d1,0.85,0.48333333
s70_e7525ea891cae973,regime_shift_entry,15m,transition,session_rotation_break,oi_expansion_confirm,failed_reclaim,time_exit,72,"{'context': 'transition', 'trigger': 'session_rotation_break', 'participation': 'oi_expansion_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 72}",620d05e1ed8938c07cba,0.85,0.48333333
s70_e8733c3ee06f9f5f,open_interest_divergence_break,4h,liquidity_rotation,liquidity_sweep_reclaim,oi_expansion_confirm,structure_break,fixed_rr,16,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",f8bf6e2454f92df6543a,0.85,0.48333333
s70_f8418b19e576ab4e,flow_exhaustion_reversal,4h,transition,session_rotation_break,volume_expansion_confirm,flow_reversal,fixed_rr,48,"{'context': 'transition', 'trigger': 'session_rotation_break', 'participation': 'volume_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 48}",2d222f4a5b9d8882dc56,0.85,0.48333333
s70_1d58a4629c582b08,multi_tf_bias_alignment,15m,trend,funding_flush_reversion,none,failed_reclaim,time_exit,72,"{'context': 'trend', 'trigger': 'funding_flush_reversion', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'time_exit', 'time_stop_bars': 72}",67769250b4193f0b0207,0.85,0.46666667
s70_35b3e27ece20f399,funding_imbalance_revert,2h,liquidity_rotation,compression_breakout,momentum_slope_confirm,flow_reversal,scale_out_then_trail,48,"{'context': 'liquidity_rotation', 'trigger': 'compression_breakout', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 48}",e52c77d8431efc22be4c,0.85,0.46666667
s70_3a1115ad680d34fe,open_interest_divergence_break,4h,liquidity_rotation,funding_flush_reversion,momentum_slope_confirm,failed_reclaim,trailing_atr,48,"{'context': 'liquidity_rotation', 'trigger': 'funding_flush_reversion', 'participation': 'momentum_slope_confirm', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 48}",511fff7adb30625861ce,0.85,0.46666667
s70_5c8e1fc0b7bb5949,volatility_reclaim_break,30m,vol_shock,compression_breakout,momentum_slope_confirm,volatility_recompression,scale_out_then_trail,24,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'momentum_slope_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",6c613c94d14747109706,0.85,0.46666667
s70_6b898774be3055bd,trend_flush_recovery,1h,vol_shock,compression_breakout,momentum_slope_confirm,flow_reversal,fixed_rr,36,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'momentum_slope_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 36}",7ccbd186fee20d1e59c4,0.85,0.46666667
s70_c790643b883e99c3,session_liquidity_rotation,30m,trend,funding_flush_reversion,none,failed_reclaim,trailing_atr,8,"{'context': 'trend', 'trigger': 'funding_flush_reversion', 'participation': 'none', 'invalidation': 'failed_reclaim', 'exit_family': 'trailing_atr', 'time_stop_bars': 8}",8536a5ce6b5515d3bcbf,0.85,0.46666667
s70_2ed13b24594722a3,structure_pullback_continuation,1h,range,pullback_reclaim,oi_expansion_confirm,flow_reversal,trailing_atr,36,"{'context': 'range', 'trigger': 'pullback_reclaim', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'trailing_atr', 'time_stop_bars': 36}",19a1366e79e0e8444202,0.85,0.45
s70_74609d0ed9d09024,funding_imbalance_revert,2h,liquidity_rotation,oi_divergence_break,volume_expansion_confirm,structure_break,fixed_rr,12,"{'context': 'liquidity_rotation', 'trigger': 'oi_divergence_break', 'participation': 'volume_expansion_confirm', 'invalidation': 'structure_break', 'exit_family': 'fixed_rr', 'time_stop_bars': 12}",c1538bea204d8bd78efe,0.85,0.45
s70_74c99c10293a55d7,multi_tf_bias_alignment,15m,trend,session_rotation_break,oi_expansion_confirm,volatility_recompression,fixed_rr,16,"{'context': 'trend', 'trigger': 'session_rotation_break', 'participation': 'oi_expansion_confirm', 'invalidation': 'volatility_recompression', 'exit_family': 'fixed_rr', 'time_stop_bars': 16}",b8cd661109375c1392da,0.85,0.45
s70_83d657e7da1a12ea,session_liquidity_rotation,30m,trend,session_rotation_break,oi_expansion_confirm,flow_reversal,scale_out_then_trail,24,"{'context': 'trend', 'trigger': 'session_rotation_break', 'participation': 'oi_expansion_confirm', 'invalidation': 'flow_reversal', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24}",665fa76f5e67d7c862fb,0.85,0.45
